Timestamp,Value
2018-11-01 19:32:00,5
2018-11-01 22:14:00,7
2018-11-01 23:04:00,6
2018-11-01 23:56:00,5
2018-11-02 03:14:00,7
2018-11-02 04:54:00,5
2018-11-02 06:32:00,7
2018-11-02 07:24:00,5
2018-11-02 11:32:00,7
2018-11-02 12:24:00,5
2018-11-02 13:12:00,7
2018-11-02 14:04:00,5
2018-11-02 16:02:00,8
2018-11-02 17:20:00,5
2018-11-03 00:02:00,6
2018-11-03 05:02:00,4
2018-11-03 06:42:00,6
2018-11-03 08:20:00,4
2018-11-03 13:26:00,6
2018-11-03 15:08:00,4
2018-11-03 22:18:00,6
2018-11-03 23:08:00,4
2018-11-04 00:00:00,5
2018-11-04 00:48:00,6
2018-11-04 02:28:00,4
2018-11-04 03:18:00,6
2018-11-04 07:36:00,4
2018-11-04 16:58:00,6
2018-11-04 19:24:00,4
2018-11-05 06:12:00,5
2018-11-05 07:14:00,7
2018-11-05 16:56:00,6
2018-11-05 22:08:00,4
2018-11-06 02:36:00,5
2018-11-06 04:52:00,3
2018-11-06 06:54:00,5
2018-11-06 14:52:00,3
2018-11-07 03:52:00,4
2018-11-07 05:04:00,6
2018-11-07 08:28:00,4
2018-11-07 15:40:00,5
2018-11-07 19:20:00,4
2018-11-08 03:10:00,6
2018-11-08 08:28:00,3
2018-11-08 12:16:00,6
2018-11-08 19:22:00,5
2018-11-09 02:54:00,8
2018-11-09 07:18:00,6
2018-11-09 10:24:00,8
2018-11-09 21:50:00,6
2018-11-10 11:28:00,5
2018-11-10 14:10:00,8
2018-11-11 03:06:00,7
2018-11-11 06:28:00,8
2018-11-11 11:24:00,6
2018-11-11 12:54:00,8
2018-11-11 14:50:00,6
2018-11-11 20:56:00,7
2018-11-12 05:36:00,6
2018-11-12 11:30:00,7
2018-11-12 18:56:00,8
2018-11-13 04:16:00,11
2018-11-13 10:04:00,8
2018-11-13 13:04:00,10
2018-11-13 14:44:00,8
2018-11-14 02:24:00,12
2018-11-14 04:02:00,9
2018-11-14 07:44:00,12
2018-11-14 09:24:00,11
2018-11-14 11:08:00,8
2018-11-14 13:40:00,11
2018-11-14 16:20:00,8
2018-11-14 23:08:00,9
2018-11-15 00:54:00,10
2018-11-15 03:24:00,13
2018-11-15 05:12:00,10
2018-11-15 06:20:00,13
2018-11-15 13:14:00,10
2018-11-15 16:20:00,13
2018-11-16 03:12:00,10
2018-11-16 15:28:00,12
2018-11-16 19:04:00,11
2018-11-17 02:42:00,13
2018-11-17 08:36:00,10
2018-11-18 08:40:00,13
2018-11-18 11:52:00,11
2018-11-19 04:12:00,12
2018-11-19 08:38:00,11
2018-11-19 12:50:00,13
2018-11-19 16:26:00,9
2018-11-20 08:40:00,10
2018-11-20 10:36:00,11
2018-11-20 18:40:00,13
2018-11-20 19:56:00,11
2018-11-20 23:32:00,15
2018-11-21 14:52:00,14
2018-11-21 17:20:00,12
2018-11-22 05:16:00,14
2018-11-22 13:52:00,13
2018-11-22 16:22:00,12
2018-11-22 18:08:00,11
2018-11-23 08:42:00,10
2018-11-24 08:44:00,11
2018-11-24 18:20:00,12
2018-11-25 08:44:00,11
2018-11-25 13:26:00,12
2018-11-25 18:08:00,11
2018-11-26 08:44:00,12
2018-11-28 00:22:00,13
2018-11-28 05:04:00,12
2018-11-30 22:52:00,11
2018-12-01 02:24:00,12
2018-12-02 18:56:00,11
2018-12-02 20:26:00,12
2018-12-03 02:06:00,11
2018-12-03 08:48:00,12
2018-12-03 19:16:00,11
2018-12-04 02:08:00,12
2018-12-04 03:42:00,13
2018-12-04 17:40:00,12
2018-12-05 04:24:00,10
2018-12-05 09:50:00,12
2018-12-05 10:32:00,10
2018-12-05 15:32:00,12
2018-12-05 22:36:00,9
2018-12-06 01:44:00,12
2018-12-06 08:10:00,10
2018-12-06 10:16:00,12
2018-12-06 17:14:00,11
2018-12-06 22:08:00,10
2018-12-07 00:38:00,13
2018-12-07 01:48:00,11
2018-12-07 04:52:00,9
2018-12-07 06:22:00,10
2018-12-07 14:46:00,12
2018-12-08 01:40:00,11
2018-12-08 08:52:00,12
2018-12-08 17:30:00,11
2018-12-09 08:52:00,10
2018-12-10 00:44:00,11
2018-12-10 02:40:00,13
2018-12-10 04:32:00,12
2018-12-10 15:04:00,10
2018-12-10 19:42:00,12
2018-12-11 01:24:00,13
2018-12-11 05:36:00,10
2018-12-12 01:28:00,13
2018-12-12 06:44:00,11
2018-12-12 17:36:00,13
2018-12-12 22:16:00,11
2018-12-13 08:56:00,13
2018-12-13 13:24:00,11
2018-12-14 03:16:00,10
2018-12-14 13:04:00,12
2018-12-14 18:04:00,11
2018-12-14 19:20:00,10
2018-12-15 08:54:00,12
2018-12-15 13:16:00,10
2018-12-15 16:46:00,12
2018-12-15 18:54:00,10
2018-12-16 02:52:00,12
2018-12-16 08:56:00,11
2018-12-17 03:24:00,9
2018-12-17 08:58:00,10
2018-12-18 00:28:00,13
2018-12-18 06:24:00,11
2018-12-18 09:02:00,13
2018-12-18 23:40:00,11
2018-12-19 01:08:00,14
2018-12-19 09:04:00,13
2018-12-19 17:44:00,11
2018-12-19 19:24:00,12
2018-12-20 03:42:00,9
2018-12-20 18:20:00,11
2018-12-21 01:48:00,10
2018-12-21 06:16:00,11
2018-12-21 09:00:00,10
2018-12-22 12:48:00,8
2018-12-22 21:12:00,10
2018-12-23 09:08:00,8
2018-12-24 15:12:00,10
2018-12-25 07:36:00,7
2018-12-26 02:08:00,9
2018-12-26 09:04:00,11
2018-12-26 13:52:00,9
2018-12-27 04:34:00,11
2018-12-27 21:20:00,9
2018-12-28 08:40:00,10
2018-12-29 12:52:00,9
2018-12-30 04:40:00,11
2018-12-31 04:12:00,9
2018-12-31 20:08:00,11
2019-01-01 01:28:00,9
2019-01-01 02:48:00,10
2019-01-01 05:20:00,9
2019-01-01 14:08:00,11
2019-01-02 04:26:00,12
2019-01-03 18:58:00,11
2019-01-04 06:08:00,12
2019-01-04 09:04:00,11
2019-01-04 12:50:00,10
2019-01-04 18:44:00,9
2019-01-05 02:12:00,10
2019-01-05 09:06:00,12
2019-01-06 03:40:00,10
2019-01-06 09:04:00,9
2019-01-07 04:04:00,11
2019-01-07 09:06:00,12
2019-01-07 14:00:00,13
2019-01-08 02:12:00,11
2019-01-09 06:10:00,13
2019-01-10 22:08:00,11
2019-01-11 03:58:00,13
2019-01-11 09:08:00,11
2019-01-11 15:36:00,13
2019-01-12 09:08:00,12
2019-01-12 21:58:00,11
2019-01-13 06:56:00,13
2019-01-13 19:34:00,14
2019-01-15 08:24:00,12
2019-01-16 09:08:00,13
2019-01-16 14:12:00,11
2019-01-17 08:16:00,10
2019-01-17 11:56:00,11
2019-01-18 01:08:00,13
2019-01-18 04:46:00,14
2019-01-18 06:18:00,12
2019-01-18 09:12:00,13
2019-01-18 12:36:00,11
2019-01-18 14:56:00,13
2019-01-19 09:12:00,11
2019-01-19 14:52:00,13
2019-01-19 20:40:00,11
2019-01-20 03:24:00,13
2019-01-20 09:12:00,11
2019-01-20 16:50:00,13
2019-01-20 21:26:00,11
2019-01-21 06:32:00,12
2019-01-21 11:14:00,10
2019-01-21 20:08:00,12
2019-01-22 07:06:00,13
2019-01-22 19:04:00,14
2019-01-23 02:28:00,12
2019-01-23 05:40:00,14
2019-01-23 12:32:00,12
2019-01-24 02:52:00,14
2019-01-24 06:40:00,13
2019-01-24 09:12:00,14
2019-01-24 10:32:00,12
2019-01-24 12:52:00,14
2019-01-25 13:20:00,13
2019-01-26 17:16:00,14
2019-01-26 20:00:00,13
2019-01-28 01:52:00,14
2019-01-28 21:16:00,13
2019-01-29 14:32:00,12
2019-01-29 17:00:00,13
2019-01-30 09:06:00,12
2019-01-30 19:48:00,13
2019-02-03 08:56:00,12
2019-02-04 04:48:00,13
2019-02-04 22:16:00,14
2019-02-05 08:14:00,13
2019-02-05 16:32:00,14
2019-02-08 05:08:00,12
2019-02-09 00:12:00,13
2019-02-09 02:38:00,12
2019-02-09 21:28:00,11
2019-02-10 09:12:00,9
2019-02-10 11:20:00,11
2019-02-10 16:26:00,12
2019-02-13 17:08:00,13
2019-02-14 12:02:00,12
2019-02-22 05:28:00,13
2019-02-25 06:08:00,12
2019-02-28 14:48:00,11
2019-03-02 05:54:00,12
2019-03-03 18:20:00,13
2019-03-04 15:44:00,12
2019-03-06 09:50:00,11
2019-03-07 08:44:00,10
2019-03-11 00:32:00,11
2019-03-11 02:54:00,10
2019-03-12 07:08:00,11
2019-03-13 06:30:00,10
2019-03-15 06:22:00,11
2019-03-15 16:08:00,12
2019-03-17 02:52:00,11
2019-03-20 17:28:00,10
2019-03-20 21:24:00,11
2019-03-21 09:32:00,12
2019-03-21 11:44:00,13
2019-03-22 18:32:00,12
2019-03-23 06:40:00,13
2019-03-23 10:18:00,14
2019-03-23 13:34:00,13
2019-03-24 14:12:00,14
2019-03-25 22:04:00,16
2019-03-26 03:40:00,15
2019-03-26 10:06:00,13
2019-03-26 17:32:00,15
2019-03-26 21:56:00,16
2019-03-28 04:24:00,17
2019-03-28 20:34:00,16
2019-03-29 22:24:00,17
2019-03-30 22:32:00,15
2019-04-01 09:48:00,16
2019-04-01 12:04:00,15
2019-04-02 09:16:00,16
2019-04-03 01:56:00,15
2019-04-03 23:38:00,16
2019-04-05 17:30:00,18
2019-04-06 00:28:00,16
2019-04-06 11:04:00,18
2019-04-07 04:28:00,19
2019-04-07 07:04:00,18
2019-04-08 18:36:00,16
2019-04-08 20:36:00,17
2019-04-10 21:52:00,18
2019-04-12 00:08:00,17
2019-04-13 06:36:00,18
2019-04-14 01:32:00,16
2019-04-15 01:56:00,15
2019-04-15 03:56:00,14
2019-04-15 06:28:00,16
2019-04-16 01:34:00,15
2019-04-16 03:56:00,16
2019-04-16 05:06:00,15
2019-04-19 00:42:00,14
2019-04-20 03:24:00,16
2019-04-20 09:56:00,15
2019-04-20 15:12:00,17
2019-04-21 13:28:00,18
2019-04-21 23:46:00,17
2019-04-22 13:50:00,18
2019-04-24 09:48:00,19
2019-04-25 11:00:00,18
2019-04-25 12:08:00,19
2019-04-26 10:12:00,18
2019-04-26 11:54:00,19
2019-04-29 21:30:00,18
2019-04-30 02:44:00,19
2019-04-30 09:42:00,18
2019-04-30 11:52:00,19
2019-05-01 07:24:00,18
2019-05-01 18:38:00,19
2019-05-02 11:16:00,18
2019-05-02 12:28:00,19
2019-05-03 18:36:00,18
2019-05-05 14:40:00,19
2019-05-06 01:18:00,18
2019-05-06 03:16:00,19
2019-05-06 15:40:00,18
2019-05-08 01:18:00,19
2019-05-08 09:56:00,18
2019-05-08 20:16:00,17
2019-05-08 22:24:00,18
2019-05-09 04:40:00,17
2019-05-09 19:08:00,16
2019-05-09 22:10:00,17
2019-05-10 14:52:00,18
2019-05-13 18:38:00,19
2019-05-15 14:12:00,18
2019-05-15 17:04:00,19
2019-05-15 19:20:00,18
2019-05-15 21:32:00,19
2019-05-16 19:44:00,18
2019-05-17 08:28:00,17
2019-05-18 01:00:00,16
2019-05-18 02:26:00,15
2019-05-18 03:32:00,16
2019-05-18 04:44:00,17
2019-05-19 19:00:00,16
2019-05-19 19:52:00,17
2019-05-19 22:16:00,16
2019-05-20 01:04:00,17
2019-05-20 12:16:00,14
2019-05-20 13:12:00,16
2019-05-20 14:36:00,17
2019-05-21 22:42:00,16
2019-05-22 02:04:00,17
2019-05-22 06:24:00,15
2019-05-24 00:24:00,14
2019-05-24 03:34:00,15
2019-05-25 05:16:00,14
2019-05-27 17:24:00,15
2019-05-28 01:04:00,14
2019-05-28 02:50:00,15
2019-05-30 02:16:00,14
2019-05-31 14:50:00,13
2019-05-31 16:16:00,14
2019-06-03 09:34:00,15
2019-06-06 09:48:00,16
2019-06-06 20:56:00,15
2019-06-07 14:48:00,14
2019-06-07 16:42:00,15
2019-06-07 18:48:00,16
2019-06-11 23:12:00,18
2019-06-12 00:08:00,17
2019-06-12 04:40:00,16
2019-06-12 21:56:00,17
2019-06-13 02:42:00,16
2019-06-13 14:02:00,17
2019-06-13 16:36:00,16
2019-06-13 20:32:00,17
2019-06-14 03:40:00,15
2019-06-14 13:58:00,16
2019-06-14 23:08:00,15
2019-06-15 12:22:00,16
2019-06-15 18:28:00,15
2019-06-16 18:08:00,16
2019-06-17 04:32:00,15
2019-06-17 17:04:00,16
2019-06-17 21:12:00,17
2019-06-19 00:52:00,16
2019-06-19 11:32:00,15
2019-06-19 14:44:00,16
2019-06-19 20:54:00,17
2019-06-19 23:38:00,16
2019-06-20 01:12:00,17
2019-06-20 02:12:00,16
2019-06-20 07:16:00,15
2019-06-20 15:26:00,16
2019-06-21 02:26:00,17
2019-06-21 05:08:00,16
2019-06-21 07:08:00,15
2019-06-21 13:04:00,16
2019-06-21 14:16:00,17
2019-06-21 16:48:00,16
2019-06-21 20:52:00,17
2019-06-22 17:24:00,16
2019-06-23 05:00:00,17
2019-06-24 07:10:00,16
2019-06-24 16:48:00,17
2019-06-25 13:16:00,16
2019-06-25 17:04:00,17
2019-06-25 18:20:00,16
2019-06-25 23:32:00,17
2019-06-26 06:24:00,18
2019-06-26 15:38:00,19
2019-06-27 02:20:00,18
2019-06-27 05:36:00,19
2019-06-27 11:00:00,18
2019-06-28 03:44:00,17
2019-06-29 03:12:00,16
2019-06-29 04:34:00,17
2019-06-29 05:58:00,16
2019-06-29 18:08:00,17
2019-06-29 22:12:00,16
2019-06-29 23:32:00,17
2019-06-30 03:40:00,16
2019-06-30 17:36:00,17
2019-07-01 13:22:00,18
2019-07-01 15:36:00,19
2019-07-02 03:44:00,18
2019-07-02 05:28:00,19
2019-07-03 18:26:00,18
2019-07-03 21:00:00,19
2019-07-05 21:00:00,16
2019-07-05 22:20:00,15
2019-07-05 23:24:00,17
2019-07-06 01:08:00,18
2019-07-06 17:12:00,19
2019-07-06 22:28:00,18
2019-07-07 00:00:00,19
2019-07-08 04:44:00,30
2019-07-08 07:34:00,29
2019-07-08 09:16:00,30
2019-07-08 11:52:00,29
2019-07-08 14:44:00,28
2019-07-08 20:24:00,27
2019-07-09 03:22:00,28
2019-07-09 08:04:00,29
2019-07-09 09:32:00,28
2019-07-10 01:56:00,27
2019-07-10 07:02:00,28
2019-07-10 09:28:00,29
2019-07-10 12:08:00,28
2019-07-11 11:00:00,27
2019-07-11 13:36:00,28
2019-07-11 19:22:00,27
2019-07-11 22:24:00,25
2019-07-11 23:34:00,27
2019-07-12 11:32:00,26
2019-07-12 17:52:00,27
2019-07-12 18:48:00,26
2019-07-12 20:36:00,27
2019-07-12 22:32:00,28
2019-07-13 03:50:00,27
2019-07-13 05:40:00,24
2019-07-13 07:56:00,25
2019-07-13 09:44:00,22
2019-07-13 13:22:00,24
2019-07-13 16:08:00,22
2019-07-14 02:40:00,21
2019-07-14 07:36:00,22
2019-07-14 10:44:00,21
2019-07-14 22:22:00,22
2019-07-15 09:12:00,21
2019-07-15 20:36:00,22
2019-07-16 00:48:00,21
2019-07-16 15:32:00,22
2019-07-16 20:20:00,21
2019-07-16 22:36:00,22
2019-07-17 07:24:00,23
2019-07-17 10:00:00,22
2019-07-17 13:56:00,21
2019-07-17 19:38:00,22
2019-07-18 01:48:00,23
2019-07-18 04:04:00,21
2019-07-18 06:44:00,22
2019-07-18 10:16:00,21
2019-07-19 09:52:00,20
2019-07-19 12:04:00,19
2019-07-19 14:48:00,20
2019-07-19 18:02:00,21
2019-07-20 06:40:00,22
2019-07-20 10:12:00,21
2019-07-20 10:30:00,20
2019-07-21 07:06:00,21
2019-07-21 12:18:00,20
2019-07-21 18:06:00,21
2019-07-21 21:28:00,22
2019-07-22 08:04:00,23
2019-07-22 10:12:00,22
2019-07-22 13:32:00,21
2019-07-22 21:32:00,22
2019-07-23 05:46:00,23
2019-07-23 07:34:00,24
2019-07-23 10:12:00,23
2019-07-23 17:04:00,24
2019-07-24 01:22:00,25
2019-07-24 06:52:00,26
2019-07-24 09:42:00,25
2019-07-24 12:32:00,24
2019-07-24 15:16:00,25
2019-07-24 18:04:00,26
2019-07-25 03:28:00,25
2019-07-25 06:20:00,26
2019-07-25 09:52:00,25
2019-07-26 07:48:00,24
2019-07-26 10:00:00,23
2019-07-26 11:28:00,22
2019-07-26 17:12:00,24
2019-07-26 20:04:00,25
2019-07-26 21:10:00,26
2019-07-26 22:48:00,27
2019-07-27 07:12:00,28
2019-07-27 08:24:00,27
2019-07-27 12:48:00,26
2019-07-27 21:20:00,27
2019-07-27 22:32:00,28
2019-07-28 01:36:00,29
2019-07-28 04:40:00,30
2019-07-28 09:52:00,28
2019-07-28 20:16:00,27
2019-07-28 22:04:00,26
2019-07-29 01:28:00,25
2019-07-29 08:26:00,24
2019-07-29 17:12:00,25
2019-07-29 23:54:00,24
2019-07-30 07:24:00,25
2019-07-30 08:28:00,24
2019-07-30 18:36:00,23
2019-07-31 10:04:00,22
2019-08-01 03:28:00,21
2019-08-01 07:00:00,22
2019-08-01 08:32:00,21
2019-08-01 14:20:00,22
2019-08-02 06:14:00,23
2019-08-02 16:32:00,22
2019-08-03 00:04:00,21
2019-08-03 05:44:00,18
2019-08-03 11:54:00,17
2019-08-04 07:36:00,18
2019-08-04 11:28:00,17
2019-08-05 06:32:00,18
2019-08-05 09:00:00,17
2019-08-05 22:40:00,18
2019-08-06 07:38:00,19
2019-08-06 10:00:00,18
2019-08-06 18:04:00,19
2019-08-06 21:00:00,22
2019-08-07 01:00:00,23
2019-08-07 06:34:00,24
2019-08-07 10:00:00,23
2019-08-08 04:00:00,24
2019-08-09 06:20:00,25
2019-08-09 11:42:00,24
2019-08-10 06:32:00,25
2019-08-10 08:36:00,24
2019-08-10 14:50:00,23
2019-08-10 17:04:00,24
2019-08-11 07:00:00,25
2019-08-11 09:58:00,24
2019-08-12 06:54:00,25
2019-08-12 08:40:00,24
2019-08-12 22:18:00,25
2019-08-13 07:16:00,26
2019-08-13 09:16:00,25
2019-08-14 08:36:00,26
2019-08-14 14:20:00,23
2019-08-15 00:24:00,22
2019-08-15 07:28:00,23
2019-08-15 08:44:00,22
2019-08-15 10:20:00,21
2019-08-15 16:36:00,22
2019-08-16 06:48:00,23
2019-08-16 10:28:00,22
2019-08-16 18:08:00,23
2019-08-16 20:28:00,22
2019-08-17 07:56:00,23
2019-08-17 11:28:00,22
2019-08-17 19:18:00,23
2019-08-19 00:00:00,22
2019-08-19 06:48:00,23
2019-08-19 11:52:00,22
2019-08-20 02:16:00,21
2019-08-20 06:24:00,22
2019-08-20 08:52:00,21
2019-08-20 18:10:00,22
2019-08-21 06:14:00,23
2019-08-21 10:16:00,22
2019-08-21 11:36:00,21
2019-08-21 19:14:00,22
2019-08-22 07:20:00,23
2019-08-22 08:28:00,22
2019-08-23 05:16:00,20
2019-08-23 05:36:00,19
2019-08-23 06:48:00,20
2019-08-23 08:22:00,22
2019-08-23 13:44:00,21
2019-08-23 20:22:00,20
2019-08-24 00:42:00,19
2019-08-24 02:52:00,20
2019-08-24 07:28:00,21
2019-08-24 12:16:00,20
2019-08-25 00:58:00,19
2019-08-25 02:32:00,20
2019-08-25 07:00:00,21
2019-08-25 08:36:00,20
2019-08-25 20:00:00,19
2019-08-25 21:36:00,20
2019-08-26 06:26:00,21
2019-08-26 08:04:00,22
2019-08-26 08:54:00,21
2019-08-26 12:08:00,20
2019-08-26 19:46:00,21
2019-08-27 08:16:00,22
2019-08-27 15:26:00,21
2019-08-28 06:50:00,22
2019-08-28 10:08:00,21
2019-08-28 12:08:00,22
2019-08-28 21:04:00,24
2019-08-29 02:24:00,23
2019-08-29 04:32:00,24
2019-08-29 06:16:00,25
2019-08-29 08:12:00,26
2019-08-29 09:48:00,25
2019-08-29 14:12:00,24
2019-08-29 22:22:00,25
2019-08-30 07:32:00,26
2019-08-30 12:22:00,25
2019-08-30 23:22:00,24
2019-08-31 00:50:00,25
2019-08-31 06:54:00,26
2019-08-31 10:24:00,25
2019-08-31 14:10:00,24
2019-08-31 16:32:00,25
2019-09-01 07:08:00,26
2019-09-01 10:00:00,25
2019-09-02 03:04:00,24
2019-09-02 05:56:00,25
2019-09-02 09:32:00,24
2019-09-02 10:36:00,25
2019-09-02 13:48:00,24
2019-09-03 07:54:00,25
2019-09-03 09:28:00,24
2019-09-03 10:04:00,23
2019-09-03 11:36:00,24
2019-09-03 15:30:00,23
2019-09-03 20:16:00,24
2019-09-03 23:24:00,23
2019-09-04 04:04:00,22
2019-09-04 05:32:00,23
2019-09-04 06:48:00,24
2019-09-04 12:40:00,23
2019-09-04 14:26:00,24
2019-09-04 14:52:00,23
2019-09-04 16:58:00,24
2019-09-04 21:28:00,26
2019-09-05 03:00:00,27
2019-09-05 05:40:00,28
2019-09-05 08:06:00,29
2019-09-05 10:46:00,28
2019-09-05 20:04:00,29
2019-09-05 21:44:00,28
2019-09-06 06:34:00,29
2019-09-06 09:52:00,28
2019-09-07 06:20:00,29
2019-09-07 12:00:00,28
2019-09-07 17:52:00,29
2019-09-07 21:44:00,28
2019-09-08 05:00:00,27
2019-09-08 08:18:00,26
2019-09-08 10:00:00,25
2019-09-08 14:44:00,26
2019-09-09 06:40:00,27
2019-09-09 10:14:00,26
2019-09-09 12:40:00,25
2019-09-09 13:44:00,26
2019-09-09 17:28:00,25
2019-09-09 19:40:00,21
2019-09-09 21:24:00,20
2019-09-10 00:26:00,23
2019-09-10 01:58:00,25
2019-09-10 07:44:00,26
2019-09-10 10:20:00,25
2019-09-10 16:26:00,24
2019-09-11 08:10:00,26
2019-09-11 10:12:00,25
2019-09-11 14:34:00,24
2019-09-11 18:02:00,18
2019-09-11 21:32:00,21
2019-09-11 23:08:00,22
2019-09-12 00:46:00,23
2019-09-12 08:12:00,24
2019-09-12 12:52:00,23
2019-09-12 15:08:00,22
2019-09-12 17:06:00,21
2019-09-12 18:36:00,23
2019-09-12 20:12:00,24
2019-09-13 07:24:00,25
2019-09-13 08:58:00,24
2019-09-14 05:28:00,23
2019-09-14 15:46:00,24
2019-09-15 03:34:00,23
2019-09-16 07:28:00,24
2019-09-16 09:00:00,23
2019-09-16 18:16:00,22
2019-09-16 21:14:00,23
2019-09-17 00:42:00,24
2019-09-17 06:16:00,25
2019-09-17 10:24:00,24
2019-09-17 19:16:00,22
2019-09-17 20:42:00,23
2019-09-18 06:18:00,24
2019-09-18 12:38:00,23
2019-09-18 16:28:00,22
2019-09-18 18:28:00,23
2019-09-19 06:20:00,24
2019-09-19 22:10:00,25
2019-09-20 12:58:00,24
2019-09-21 06:20:00,25
2019-09-21 10:04:00,24
2019-09-22 07:08:00,25
2019-09-22 10:10:00,23
2019-09-22 14:10:00,24
2019-09-22 20:24:00,25
2019-09-22 21:56:00,24
2019-09-23 06:56:00,25
2019-09-23 10:52:00,24
2019-09-23 13:52:00,25
2019-09-24 00:24:00,24
2019-09-24 03:30:00,23
2019-09-24 04:56:00,25
2019-09-24 06:24:00,26
2019-09-24 11:58:00,25
2019-09-24 19:00:00,26
2019-09-24 19:56:00,25
2019-09-25 01:28:00,26
2019-09-25 06:04:00,25
2019-09-25 07:10:00,27
2019-09-25 09:36:00,26
2019-09-26 06:46:00,27
2019-09-26 11:48:00,26
2019-09-26 16:16:00,25
2019-09-26 17:56:00,26
2019-09-26 19:08:00,25
2019-09-27 06:36:00,26
2019-09-27 07:58:00,25
2019-09-27 09:12:00,24
2019-09-28 06:32:00,25
2019-09-28 10:32:00,24
2019-09-29 02:08:00,23
2019-09-29 03:40:00,24
2019-09-29 06:52:00,25
2019-09-29 10:48:00,24
2019-09-30 06:52:00,25
2019-09-30 08:56:00,24
2019-10-01 07:20:00,25
2019-10-01 09:36:00,24
2019-10-02 07:36:00,25
2019-10-02 09:24:00,23
2019-10-03 06:56:00,24
2019-10-03 09:16:00,23
2019-10-03 11:10:00,24
2019-10-03 15:52:00,23
2019-10-04 02:56:00,24
2019-10-04 07:36:00,25
2019-10-04 09:28:00,24
2019-10-05 06:22:00,25
2019-10-05 12:36:00,24
2019-10-05 21:00:00,23
2019-10-06 17:20:00,22
2019-10-06 18:56:00,23
2019-10-06 23:48:00,21
2019-10-07 00:04:00,19
2019-10-07 03:12:00,18
2019-10-07 04:28:00,17
2019-10-07 05:56:00,15
2019-10-07 16:16:00,14
2019-10-08 21:18:00,15
2019-10-09 15:52:00,14
2019-10-10 04:36:00,13
2019-10-10 06:24:00,14
2019-10-11 07:52:00,13
2019-10-11 17:40:00,14
2019-10-14 06:26:00,13
2019-10-14 20:46:00,14
2019-10-14 22:16:00,13
2019-10-16 01:36:00,12
2019-10-16 16:24:00,13
2019-10-17 08:32:00,12
2019-10-17 14:58:00,11
